codigo_unidade,ano_previsao,demanda_prevista_inscritos,demanda_prevista_efetiva,demanda_efetiva_p025,demanda_efetiva_p975,capacidade_ano_anterior
4005,2026,,96.31686538691709,,,
103807,2026,,96.00771133531744,,,
817616,2026,,95.95843168347638,,,
622601,2026,,95.77762646498635,,,
2028,2026,,94.8088789695021,,,
515604,2026,,94.3510633269079,,,
7003,2026,,94.24195675959578,,,
107607,2026,,93.74223620057556,,,
9034,2026,,93.16351632276866,,,
8004,2026,,92.4371963738421,,,
2037,2026,,92.41983401382926,,,
10039,2026,,92.16461350046728,,,
227801,2026,,91.76953084404336,,,
4044,2026,,91.67547552371178,,,
5005,2026,,91.42726434936634,,,
5008,2026,,90.75319196353468,,,
817810,2026,,90.09049464101624,,,
4035,2026,,90.06245767879062,,,
4001,2026,,89.91150148653153,,,
4029,2026,,89.38303744663655,,,
1019829,2026,,89.22457488919879,,,
817612,2026,,89.1831771437048,,,
2039,2026,,89.12424011453918,,,
5012,2026,,88.95894464365581,,,
430810,2026,,88.9581274426959,,,
817803,2026,,88.76519031077044,,,
514608,2026,,88.66664896899296,,,
102604,2026,,88.44439794953725,,,
7007,2026,,88.30035263903643,,,
625817,2026,,87.94953565662789,,,
515611,2026,,87.91724854704526,,,
3028,2026,,87.86540906896066,,,
622603,2026,,87.68846006507825,,,
817603,2026,,87.53461041407414,,,
4004,2026,,87.29266704083696,,,
4050,2026,,87.08094152635746,,,
515613,2026,,86.96116629878462,,,
716604,2026,,86.82685906998825,,,
3013,2026,,86.79535157068028,,,
6006,2026,,86.50188581155493,,,
312813,2026,,86.34928014436058,,,
622801,2026,,85.81616688912236,,,
4046,2026,,84.64878606540213,,,
625603,2026,,84.64565749519896,,,
1026601,2026,,84.61332436269912,,,
3016,2026,,84.59337208431683,,,
11003,2026,,84.35503566786097,,,
431604,2026,,84.18582707857091,,,
3008,2026,,83.89129544177243,,,
625815,2026,,83.88655279999085,,,
9007,2026,,83.20446677398525,,,
10085,2026,,83.05319845702861,,,
4011,2026,,83.0346443581228,,,
734804,2026,,82.4741892938152,,,
